progress,loss,accuracy
8.57,1.1451,0.6
8.58,0.8552,0.6
8.59,0.8552,0.59
8.6,0.8552,0.58
8.61,0.9323,0.62
8.62,1.2779,0.58
8.63,1.2327,0.6
8.64,1.1379,0.55
8.65,1.1305,0.59
8.66,1.0253,0.54
8.67,1.1074,0.58
8.67,1.0707,0.57
8.68,0.9489,0.58
8.69,0.7112,0.58
8.7,0.7112,0.6
8.71,1.0358,0.55
8.72,1.1589,0.53
8.73,1.1043,0.6
8.74,1.2471,0.6
8.75,1.389,0.57
8.76,1.389,0.57
8.77,1.389,0.59
8.78,0.942,0.6
8.79,0.8932,0.56
8.79,0.8932,0.58
8.8,0.747,0.58
8.81,0.8423,0.58
8.82,0.9208,0.59
8.83,1.0796,0.6
8.84,1.0796,0.6
8.85,1.2314,0.54
8.86,0.9364,0.59
8.87,0.8036,0.6
8.88,0.7579,0.58
8.89,0.8107,0.56
8.9,0.8107,0.58
8.91,1.2143,0.58
8.92,1.1358,0.58
8.92,1.0933,0.61
8.93,0.9297,0.6
8.94,0.9956,0.59
8.95,0.9956,0.57
8.96,0.9297,0.54
8.97,1.073,0.59
8.98,1.073,0.55
8.99,1.2216,0.56
9.0,1.249,0.62
9.01,1.2429,0.58
9.02,0.9668,0.57
9.03,0.9791,0.59
9.04,0.9101,0.58
9.04,0.8878,0.6
9.05,0.8074,0.59
9.06,0.8477,0.57
9.07,0.6862,0.6
9.08,1.045,0.58
9.09,1.0725,0.57
9.1,1.1926,0.54
9.11,1.1285,0.55
9.12,1.2681,0.56
9.13,1.2094,0.56
9.14,1.1451,0.58
9.15,1.2715,0.58
9.16,1.2715,0.56
9.17,0.9054,0.56
9.17,0.892,0.58
9.18,1.0026,0.59
9.19,1.1008,0.57
9.2,1.3214,0.6
9.21,1.372,0.61
9.22,1.4389,0.6
9.23,1.372,0.53
9.24,1.3054,0.59
9.25,0.9578,0.57
9.26,0.8979,0.56
9.27,0.8979,0.58
9.28,0.9514,0.58
9.29,0.8837,0.59
9.29,0.8784,0.59
9.3,0.8784,0.6
9.31,0.8784,0.54
9.32,1.0245,0.6
9.33,0.9298,0.56
9.34,0.9298,0.56
9.35,1.013,0.58
9.36,1.09,0.6
9.37,1.1105,0.6
9.38,1.1105,0.59
9.39,0.8905,0.57
9.4,0.8978,0.58
9.41,1.0216,0.58
9.42,1.0216,0.55
9.42,1.1622,0.58
9.43,1.3648,0.57
9.44,1.1622,0.58
9.45,1.1489,0.58
9.46,0.9857,0.62
9.47,0.9515,0.6
9.48,0.9515,0.58
9.49,0.9055,0.59
9.5,1.0415,0.6
9.51,1.0835,0.61
9.52,1.0835,0.55
9.53,1.0231,0.57
9.54,0.9629,0.62
9.54,0.7986,0.58
9.55,0.7986,0.59
9.56,0.899,0.62
9.57,1.0708,0.58
9.58,1.3198,0.63
9.59,1.0926,0.59
9.6,1.3261,0.55
9.61,1.3261,0.54
9.62,1.4749,0.57
9.63,1.5734,0.61
9.64,1.5674,0.56
9.65,1.469,0.58
9.66,1.469,0.58
9.67,1.0582,0.59
9.67,1.036,0.58
9.68,1.0109,0.57
9.69,1.1493,0.57
9.7,1.2139,0.57
9.71,1.2139,0.56
9.72,0.784,0.6
9.73,0.7827,0.6
9.74,1.3664,0.58
9.75,1.3664,0.55
9.76,1.504,0.6
9.77,0.9948,0.57
9.78,0.9544,0.58
9.79,0.6804,0.58
9.79,0.9265,0.62
9.8,1.0512,0.58
9.81,1.0512,0.55
9.82,1.0512,0.6
9.83,1.1137,0.55
9.84,1.2066,0.58
9.85,1.1137,0.6
9.86,0.9355,0.56
9.87,1.2524,0.6
9.88,1.184,0.6
9.89,1.2524,0.56
9.9,0.9952,0.58
9.91,0.9952,0.61
9.92,1.3195,0.6
9.92,1.3247,0.62
9.93,1.3195,0.58
9.94,0.8322,0.57
9.95,0.8574,0.55
9.96,0.963,0.59
9.97,1.1947,0.59
9.98,1.3194,0.58
9.99,1.3374,0.58
10.0,1.3194,0.59
10.01,0.9091,0.56
10.02,0.991,0.56
10.03,1.1881,0.56
10.04,0.991,0.59
10.04,1.1881,0.57
10.05,1.1317,0.58
10.06,1.1652,0.58
10.07,1.11,0.58
10.08,1.11,0.57
10.09,1.0678,0.57
10.1,0.7271,0.62
10.11,0.962,0.53
10.12,1.1745,0.61
10.13,0.962,0.55
10.14,0.9093,0.58
10.15,0.9093,0.6
10.16,1.1304,0.58
10.17,1.2779,0.57
10.17,1.2475,0.55
10.18,1.2779,0.62
10.19,1.2475,0.58
10.2,1.0486,0.58
10.21,1.1014,0.55
10.22,1.1014,0.57
10.23,1.1014,0.56
10.24,1.0297,0.55
10.25,0.9432,0.56
10.26,0.9432,0.54
10.27,0.9432,0.56
10.28,1.0979,0.54
10.29,1.0979,0.56
10.29,1.1081,0.65
10.3,1.1081,0.59
10.31,1.023,0.54
10.32,1.1379,0.56
10.33,1.1954,0.58
10.34,1.1954,0.6
10.35,1.2129,0.61
10.36,1.0113,0.58
10.37,0.8684,0.56
10.38,0.9232,0.6
10.39,0.9232,0.58
10.4,1.0123,0.57
10.41,0.9381,0.59
10.42,1.0048,0.57
10.42,0.9684,0.58
10.43,1.0761,0.58
10.44,0.8596,0.58
10.45,0.6471,0.56
10.46,0.6041,0.58
10.47,0.6348,0.57
10.48,0.7185,0.61
10.49,0.7339,0.56
10.5,0.7339,0.57
10.51,0.743,0.62
10.52,0.9448,0.56
10.53,0.794,0.58
10.54,1.0523,0.61
10.54,1.1183,0.59
10.55,0.99,0.58
10.56,1.0494,0.58
10.57,1.1396,0.61
10.58,1.0797,0.58
10.59,1.1769,0.56
10.6,1.1396,0.58
10.61,1.1413,0.58
10.62,1.0705,0.62
10.63,0.7534,0.59
10.64,0.6247,0.6
10.65,0.6601,0.55
10.66,0.9978,0.58
10.67,1.007,0.61
10.67,1.1776,0.57
10.68,1.2049,0.56
10.69,1.2203,0.59
10.7,1.255,0.6
10.71,1.0187,0.58
10.72,1.0949,0.53
10.73,0.9367,0.55
10.74,1.0949,0.59
10.75,1.0652,0.57
10.76,0.7641,0.6
10.77,0.8365,0.59
10.78,1.0324,0.56
10.79,1.1268,0.57
10.79,1.1364,0.58
10.8,1.1438,0.58
10.81,1.2773,0.56
10.82,1.219,0.6
10.83,1.219,0.59
10.84,0.973,0.56
10.85,1.1658,0.58
10.86,1.1658,0.54
10.87,1.1385,0.54
10.88,1.0767,0.62
10.89,0.9536,0.58
10.9,0.9418,0.58
10.91,0.6526,0.6
10.92,0.6975,0.6
10.92,0.6975,0.62
10.93,0.9256,0.57
10.94,0.8339,0.57
10.95,1.018,0.59
10.96,1.0932,0.59
10.97,0.9865,0.6
10.98,1.1198,0.6
10.99,1.1993,0.56
11.0,1.1671,0.58
11.01,0.9802,0.58
11.02,0.962,0.57
11.03,0.9802,0.58
11.04,0.9703,0.64
11.04,0.8758,0.62
11.05,0.7856,0.58
11.06,0.8758,0.57
11.07,0.8252,0.61
11.08,0.9719,0.58
11.09,0.9118,0.56
11.1,0.9719,0.6
11.11,0.9118,0.58
11.12,0.9359,0.57
11.13,0.9359,0.57
11.14,0.8539,0.58
11.15,0.9359,0.58
11.16,0.9798,0.59
11.17,1.0319,0.58
11.17,1.0007,0.6
11.18,1.0319,0.59
11.19,0.9523,0.6
11.2,1.0065,0.6
11.21,1.183,0.6
11.22,1.1735,0.6
11.23,1.183,0.61
11.24,1.1419,0.56
11.25,1.1497,0.6
11.26,0.7265,0.59
11.27,0.7687,0.58
11.28,0.9105,0.57
11.29,1.0134,0.6
11.29,1.3287,0.6
11.3,1.0037,0.62
11.31,1.1493,0.6
11.32,1.1493,0.57
11.33,1.1493,0.57
11.34,1.1237,0.58
11.35,1.1728,0.61
11.36,1.0997,0.58
11.37,1.0444,0.54
11.38,1.1817,0.54
11.39,1.0543,0.59
11.4,0.9798,0.58
11.41,0.9923,0.58
11.42,0.9923,0.59
11.42,1.0797,0.6
11.43,1.0797,0.6
11.44,1.1998,0.61
11.45,1.0753,0.6
11.46,0.9842,0.55
11.47,0.9842,0.56
11.48,0.9264,0.58
11.49,0.5499,0.6
11.5,0.601,0.6
11.51,0.601,0.62
11.52,0.601,0.58
11.53,0.7813,0.58
11.54,0.7031,0.62
11.54,0.7438,0.58
11.55,0.7702,0.58
11.56,1.0519,0.59
11.57,1.0632,0.58
11.58,1.0632,0.58
11.59,0.8206,0.6
11.6,0.7193,0.6
11.61,0.9616,0.61
11.62,1.1118,0.57
11.63,1.1118,0.6
11.64,1.3163,0.61
11.65,1.5759,0.59
11.66,1.0112,0.56
11.67,0.9897,0.6
11.67,0.9897,0.59
11.68,0.9897,0.63
11.69,1.1617,0.62
11.7,1.0585,0.54
11.71,1.1006,0.59
11.72,1.0857,0.62
11.73,1.1487,0.61
11.74,1.1862,0.56
11.75,1.3426,0.6
11.76,1.2624,0.56
11.77,1.2624,0.59
11.78,0.905,0.57
11.79,1.0765,0.58
11.79,0.804,0.6
11.8,1.046,0.61
11.81,0.9587,0.58
11.82,0.9952,0.59
11.83,1.0405,0.6
11.84,1.0581,0.59
11.85,1.2056,0.59
11.86,0.9621,0.6
11.87,0.9621,0.57
11.88,0.9798,0.56
11.89,0.9798,0.64
11.9,0.9816,0.62
11.91,1.0803,0.6
11.92,0.9595,0.57
11.92,0.9445,0.62
11.93,0.9595,0.57
11.94,0.776,0.56
11.95,0.7771,0.62
11.96,0.776,0.62
11.97,0.7876,0.57
11.98,1.1342,0.58
11.99,0.8742,0.57
12.0,0.738,0.6
12.01,0.8791,0.6
12.02,0.911,0.57
12.03,1.0534,0.57
12.04,1.015,0.6
12.04,0.836,0.6
12.05,0.8328,0.53
12.06,0.7612,0.57
12.07,0.5121,0.6
12.08,0.7379,0.58
12.09,0.5859,0.62
12.1,0.8701,0.62
12.11,0.7213,0.62
12.12,1.1894,0.57
12.13,1.1074,0.56
12.14,1.1894,0.61
12.15,1.1496,0.62
12.16,1.0572,0.64
12.17,0.9408,0.59
12.17,0.9323,0.58
12.18,0.9457,0.63
12.19,0.9323,0.6
12.2,1.2192,0.58
12.21,0.7526,0.6
12.22,0.9343,0.58
12.23,0.9343,0.56
12.24,1.0496,0.6
12.25,1.1235,0.62
12.26,1.0496,0.56
12.27,0.781,0.59
12.28,1.0835,0.6
12.29,1.0835,0.58
12.29,1.1133,0.6
12.3,1.0079,0.64
12.31,1.0857,0.57
12.32,1.0857,0.59
12.33,1.1084,0.61
12.34,1.1084,0.56
12.35,1.1135,0.63
12.36,1.1433,0.58
12.37,1.1171,0.58
12.38,1.1171,0.59
12.39,1.0114,0.58
12.4,0.7827,0.61
12.41,0.7827,0.59
12.42,0.9624,0.59
12.42,1.0958,0.59
12.43,0.9624,0.62
12.44,0.8762,0.58
12.45,0.8535,0.58
12.46,0.9109,0.6
12.47,1.2535,0.57
12.48,1.3791,0.58
12.49,1.3784,0.58
12.5,1.2169,0.64
12.51,1.0299,0.58
12.52,0.9192,0.6
12.53,0.9192,0.59
12.54,0.9451,0.6
12.54,0.9544,0.6
12.55,0.9711,0.61
12.56,1.1974,0.57
12.57,1.3299,0.6
12.58,1.3299,0.56
12.59,1.3251,0.61
12.6,1.4141,0.6
12.61,1.1168,0.61
12.62,1.2651,0.62
12.63,1.1168,0.62
12.64,0.9648,0.65
12.65,0.9648,0.55
12.66,0.879,0.6
12.67,0.7966,0.58
12.67,0.9581,0.58
12.68,1.0149,0.56
12.69,1.0519,0.57
12.7,1.2105,0.59
12.71,1.306,0.6
12.72,1.0426,0.59
12.73,0.7861,0.65
12.74,0.7861,0.65
12.75,0.7861,0.6
12.76,0.9745,0.6
12.77,0.9745,0.58
12.78,0.965,0.62
12.79,0.9048,0.58
12.79,0.62,0.6
12.8,0.3035,0.6
12.81,0.997,0.6
12.82,0.997,0.61
12.83,1.0635,0.59
12.84,1.0635,0.56
12.85,1.1481,0.6
12.86,1.2972,0.56
12.87,1.0489,0.59
12.88,0.7716,0.62
12.89,0.7716,0.6
12.9,0.8872,0.6
12.91,0.9441,0.63
12.92,0.9482,0.61
12.92,0.9199,0.64
12.93,0.7035,0.62
12.94,0.9199,0.56
12.95,1.1374,0.58
12.96,1.1386,0.58
12.97,1.042,0.61
12.98,1.042,0.58
12.99,1.0566,0.6
13.0,1.0929,0.58
13.01,0.8878,0.62
13.02,1.0755,0.6
13.03,0.9817,0.59
13.04,0.9926,0.61
13.04,0.9329,0.6
13.05,0.9926,0.61
13.06,1.0039,0.58
13.07,1.0903,0.58
13.08,1.1429,0.6
13.09,1.1551,0.6
13.1,1.1835,0.61
13.11,1.1384,0.6
13.12,1.0877,0.59
13.13,0.6976,0.6
13.14,0.9389,0.59
13.15,0.7622,0.62
13.16,0.9389,0.6
13.17,0.8319,0.59
13.17,1.2658,0.62
13.18,1.2658,0.6
13.19,0.9828,0.58
13.2,0.8368,0.62
13.21,0.9828,0.6
13.22,1.2637,0.57
13.23,1.3576,0.61
13.24,1.0667,0.58
13.25,0.9131,0.61
13.26,0.9131,0.58
13.27,0.9004,0.59
13.28,0.9518,0.6
13.29,0.9518,0.58
13.29,1.152,0.6
13.3,1.1578,0.62
13.31,1.1578,0.58
13.32,1.0204,0.58
13.33,1.0204,0.56
13.34,1.0204,0.61
13.35,1.1257,0.59
13.36,1.1257,0.6
13.37,0.8652,0.57
13.38,0.7453,0.59
13.39,0.5901,0.6
13.4,0.5973,0.61
13.41,1.1058,0.6
13.42,1.1058,0.58
13.42,0.8602,0.56
13.43,0.8602,0.56
13.44,0.9573,0.61
13.45,1.0687,0.61
13.46,1.0818,0.6
13.47,1.1747,0.58
13.48,0.9174,0.62
13.49,0.72,0.56
13.5,0.6653,0.58
13.51,0.8063,0.57
13.52,0.8431,0.56
13.53,1.3862,0.6
13.54,1.0439,0.56
13.54,1.0439,0.6
13.55,0.8124,0.56
13.56,0.8124,0.59
13.57,0.9335,0.53
13.58,1.007,0.56
13.59,1.007,0.6
13.6,0.9842,0.59
13.61,0.9067,0.56
13.62,0.7701,0.56
13.63,0.7695,0.6
13.64,0.6414,0.61
13.65,0.9856,0.58
13.66,0.854,0.57
13.67,0.9856,0.56
13.67,0.9856,0.6
13.68,0.8449,0.59
13.69,1.077,0.56
13.7,1.0424,0.61
13.71,1.0424,0.61
13.72,1.0106,0.58
13.73,0.9673,0.56
13.74,0.7149,0.59
13.75,0.8781,0.58
13.76,0.8009,0.56
13.77,1.0104,0.62
13.78,1.0104,0.62
13.79,1.022,0.56
13.79,1.1436,0.62
13.8,0.9373,0.58
13.81,0.9369,0.59
13.82,0.8741,0.59
13.83,0.8105,0.6
13.84,0.8105,0.6
13.85,0.7617,0.58
13.86,0.9254,0.59
13.87,0.9944,0.58
13.88,1.0643,0.58
13.89,0.9944,0.63
13.9,0.8785,0.57
13.91,0.9608,0.62
13.92,1.0564,0.59
13.92,1.1625,0.65
13.93,1.1772,0.59
13.94,1.0141,0.62
13.95,0.7103,0.6
13.96,1.0141,0.59
13.97,1.0141,0.58
13.98,0.9463,0.62
13.99,0.9649,0.61
14.0,0.9649,0.58
14.01,0.9837,0.56
14.02,1.097,0.6
14.03,0.9884,0.59
14.04,0.7622,0.62
14.04,0.9884,0.59
14.05,1.219,0.6
14.06,1.219,0.59
14.07,1.219,0.59
14.08,0.8021,0.62
14.09,0.8983,0.64
14.1,1.0585,0.58
14.11,1.0533,0.58
14.12,0.9796,0.59
14.13,0.9594,0.62
14.14,0.9594,0.61
14.15,0.9557,0.6
14.16,0.5721,0.62
14.17,0.9557,0.58
14.17,0.8922,0.59
14.18,0.9111,0.57
14.19,0.8764,0.6
14.2,0.8922,0.59
14.21,1.253,0.59
14.22,1.4074,0.61
14.23,1.535,0.57
14.24,1.4153,0.59
14.25,1.1401,0.6
14.26,1.1751,0.6
14.27,1.0409,0.6
14.28,0.9582,0.6
14.29,0.8067,0.6
14.29,0.8067,0.57
14.3,0.7841,0.56
14.31,1.0163,0.59
14.32,0.7841,0.6
14.33,0.772,0.58
14.34,0.7241,0.61
14.35,0.7193,0.59
14.36,0.7816,0.58
14.37,0.7816,0.6
14.38,0.9241,0.62
14.39,0.9241,0.62
14.4,0.9364,0.6
14.41,0.9364,0.58
14.42,1.1605,0.6
14.42,1.1369,0.58
14.43,1.3025,0.58
14.44,1.1483,0.58
14.45,1.3025,0.58
14.46,0.7437,0.62
14.47,0.715,0.61
14.48,0.6409,0.63
14.49,0.7251,0.58
14.5,0.7259,0.61
14.51,0.8892,0.68
14.52,0.7259,0.62
14.53,0.4658,0.58
14.54,1.0059,0.6
14.54,1.0196,0.58
14.55,1.0196,0.58
14.56,1.0339,0.58
14.57,1.1165,0.62
14.58,1.1165,0.6
14.59,1.0126,0.58
14.6,1.1511,0.61
14.61,1.0126,0.59
14.62,1.0126,0.63
14.63,0.8429,0.59
14.64,0.8429,0.57
14.65,0.9593,0.62
14.66,1.0077,0.59
14.67,0.835,0.6
14.67,0.7079,0.6
14.68,0.8607,0.59
14.69,1.1135,0.6
14.7,0.8607,0.59
14.71,0.7896,0.57
14.72,0.9688,0.56
14.73,1.1796,0.6
14.74,1.1934,0.58
14.75,1.1828,0.63
14.76,1.1066,0.58
14.77,0.999,0.56
14.78,0.999,0.65
14.79,1.2294,0.55
14.79,0.9355,0.61
14.8,0.9355,0.6
14.81,0.9355,0.62
14.82,0.9492,0.58
14.83,1.0292,0.59
14.84,1.0704,0.58
14.85,1.3123,0.6
14.86,1.675,0.58
14.87,0.9925,0.6
14.88,0.8901,0.58
14.89,0.9808,0.6
14.9,1.072,0.6
14.91,1.0618,0.59
14.92,1.0618,0.58
14.92,1.0153,0.6
14.93,0.9673,0.63
14.94,0.8147,0.58
14.95,0.86,0.59
14.96,0.5797,0.61
14.97,0.7618,0.62
14.98,0.9999,0.59
14.99,1.1536,0.6
15.0,1.1183,0.6
15.01,1.17,0.58
15.02,1.0765,0.61
15.03,1.1667,0.6
15.04,1.1492,0.6
15.04,1.0651,0.6
15.05,0.9901,0.62
15.06,1.0141,0.6
15.07,0.8532,0.63
15.08,0.7282,0.59
15.09,0.7347,0.63
15.1,0.851,0.6
15.11,1.0323,0.61
15.12,0.7721,0.6
15.13,0.5797,0.59
15.14,0.741,0.57
15.15,1.109,0.58
15.16,1.0361,0.62
15.17,0.7695,0.6
15.17,0.9089,0.6
15.18,0.882,0.58
15.19,0.9844,0.6
15.2,0.7964,0.6
15.21,0.6882,0.58
15.22,0.7085,0.57
15.23,0.9119,0.6
15.24,1.0283,0.58
15.25,1.0509,0.6
15.26,1.08,0.59
15.27,1.2734,0.56
15.28,1.2158,0.58
15.29,1.1352,0.6
15.29,0.9454,0.62
15.3,0.756,0.57
15.31,0.7379,0.62
15.32,0.8535,0.6
15.33,0.7362,0.57
15.34,1.0524,0.6
15.35,0.9196,0.58
15.36,0.9196,0.63
15.37,0.8558,0.62
15.38,0.8558,0.61
15.39,0.8558,0.61
15.4,0.7764,0.59
15.41,0.9275,0.61
15.42,0.7764,0.54
15.42,0.7817,0.62
15.43,0.8144,0.6
15.44,0.6828,0.6
15.45,0.6184,0.61
15.46,0.8039,0.63
15.47,0.5771,0.58
15.48,0.7149,0.6
15.49,0.6404,0.61
15.5,0.709,0.58
15.51,0.709,0.58
15.52,0.9025,0.6
15.53,0.9025,0.56
15.54,0.943,0.62
15.54,0.9669,0.61
15.55,1.0259,0.56
15.56,0.943,0.59
15.57,0.8747,0.6
15.58,0.8086,0.6
15.59,0.8086,0.6
15.6,0.9237,0.61
15.61,0.9829,0.61
15.62,1.1769,0.57
15.63,0.9838,0.53
15.64,0.7496,0.58
15.65,0.7496,0.59
15.66,0.7339,0.59
15.67,0.8513,0.55
15.67,0.8328,0.63
15.68,0.8328,0.58
15.69,0.6914,0.6
15.7,0.7628,0.58
15.71,0.7628,0.61
15.72,0.911,0.61
15.73,0.9308,0.61
15.74,0.9839,0.62
15.75,0.9308,0.59
15.76,1.1016,0.59
15.77,1.1016,0.6
15.78,1.2197,0.62
15.79,1.0691,0.64
15.79,1.0055,0.62
15.8,0.7891,0.6
15.81,1.043,0.6
15.82,1.0055,0.63
15.83,1.043,0.57
15.84,0.9304,0.6
15.85,0.9304,0.59
15.86,0.7126,0.57
15.87,0.6532,0.6
15.88,0.6034,0.6
15.89,0.6034,0.6
15.9,0.5742,0.6
15.91,0.86,0.62
15.92,0.86,0.62
15.92,0.8393,0.6
15.93,0.8393,0.6
15.94,1.083,0.62
15.95,1.083,0.62
15.96,1.1783,0.59
15.97,0.9798,0.61
15.98,1.126,0.61
15.99,0.994,0.58
16.0,0.9045,0.62
16.01,1.1398,0.59
16.02,1.1587,0.61
16.03,1.1587,0.64
16.04,1.0193,0.6
16.04,1.0268,0.6
16.05,1.0268,0.61
16.06,0.8588,0.63
16.07,0.8303,0.58
16.08,0.8796,0.6
16.09,0.8796,0.56
16.1,0.7485,0.62
16.11,0.7485,0.59
16.12,0.8593,0.56
16.13,0.9638,0.63
16.14,0.8593,0.6
16.15,0.8593,0.58
16.16,0.6317,0.64
16.17,0.6701,0.59
16.17,0.5988,0.6
16.18,0.8925,0.6
16.19,1.0084,0.59
16.2,1.1624,0.6
16.21,0.9153,0.59
16.22,0.7661,0.58
16.23,0.8558,0.62
16.24,0.8924,0.61
16.25,0.9135,0.6
16.26,0.8924,0.62
16.27,0.8924,0.57
16.28,0.7868,0.59
16.29,0.8102,0.62
16.29,0.7868,0.58
16.3,1.1333,0.61
16.31,1.2094,0.6
16.32,1.3466,0.6
16.33,1.3466,0.6
16.34,1.1214,0.58
16.35,1.0356,0.58
16.36,0.8974,0.59
16.37,0.8974,0.59
16.38,1.2785,0.56
16.39,0.8617,0.58
16.4,0.7961,0.6
16.41,0.6452,0.62
16.42,0.7399,0.64
16.42,0.8113,0.6
16.43,0.8255,0.6
16.44,0.9782,0.59
16.45,0.9098,0.6
16.46,0.8172,0.63
16.47,0.8241,0.62
16.48,0.9684,0.59
16.49,1.0292,0.6
16.5,1.0599,0.6
16.51,1.0332,0.59
16.52,0.988,0.59
16.53,1.1347,0.6
16.54,1.2732,0.64
16.54,1.1219,0.62
16.55,0.8198,0.58
16.56,0.8198,0.62
16.57,0.9172,0.57
16.58,1.1271,0.58
16.59,0.8324,0.6
16.6,0.7309,0.56
16.61,0.7024,0.59
16.62,0.8772,0.59
16.63,0.8772,0.56
16.64,0.7141,0.55
16.65,0.4382,0.56
16.66,0.7292,0.6
16.67,0.9181,0.6
16.67,0.8733,0.58
16.68,0.8733,0.57
16.69,0.906,0.57
16.7,0.7288,0.63
16.71,0.9037,0.62
16.72,0.8893,0.61
16.73,0.8521,0.6
16.74,0.8893,0.62
16.75,1.1775,0.61
16.76,1.1775,0.58
16.77,1.1605,0.58
16.78,1.0878,0.58
16.79,1.1005,0.58
16.79,0.948,0.57
16.8,0.9031,0.62
16.81,0.9444,0.59
16.82,0.9231,0.61
