progress,loss,accuracy
16.83,0.9015,0.58
16.84,0.8886,0.6
16.85,0.7026,0.63
16.86,0.9657,0.62
16.87,0.9836,0.58
16.88,1.0731,0.64
16.89,1.0049,0.58
16.9,1.0731,0.63
16.91,1.4598,0.57
16.92,1.4598,0.59
16.92,0.8858,0.61
16.93,0.7876,0.6
16.94,0.7825,0.62
16.95,0.7317,0.64
16.96,0.892,0.62
16.97,0.9443,0.58
16.98,0.8468,0.6
16.99,0.8852,0.62
17.0,0.7559,0.6
17.01,0.7692,0.6
17.02,0.7626,0.59
17.03,0.8128,0.59
17.04,0.8128,0.62
17.04,0.993,0.63
17.05,1.1921,0.6
17.06,0.993,0.61
17.07,0.9118,0.58
17.08,0.8712,0.62
17.09,0.8147,0.68
17.1,0.8516,0.59
17.11,0.8516,0.66
17.12,0.6336,0.6
17.13,0.7033,0.61
17.14,0.5687,0.67
17.15,0.8926,0.61
17.16,0.877,0.6
17.17,0.877,0.61
17.17,0.877,0.6
17.18,0.8465,0.63
17.19,0.8131,0.58
17.2,0.8131,0.61
17.21,0.7112,0.62
17.22,0.6051,0.58
17.23,0.7489,0.6
17.24,0.7489,0.6
17.25,0.5458,0.59
17.26,0.8109,0.63
17.27,1.0753,0.64
17.28,1.0689,0.58
17.29,1.2005,0.66
17.29,0.8769,0.64
17.3,0.8769,0.58
17.31,0.62,0.65
17.32,0.62,0.58
17.33,0.6895,0.6
17.34,0.8983,0.58
17.35,0.9004,0.64
17.36,1.0263,0.56
17.37,1.08,0.6
17.38,1.0571,0.61
17.39,1.0149,0.58
17.4,0.9577,0.61
17.41,0.7122,0.59
17.42,0.8855,0.59
17.42,0.8647,0.59
17.43,0.8647,0.59
17.44,0.8651,0.56
17.45,0.9747,0.6
17.46,0.8585,0.56
17.47,0.6726,0.65
17.48,0.6726,0.56
17.49,0.8218,0.61
17.5,1.0459,0.62
17.51,1.1365,0.62
17.52,0.979,0.62
17.53,0.979,0.6
17.54,0.9538,0.58
17.54,0.9056,0.6
17.55,0.6719,0.64
17.56,0.8543,0.62
17.57,0.8201,0.63
17.58,0.8543,0.61
17.59,0.8201,0.59
17.6,0.8201,0.6
17.61,1.0957,0.58
17.62,1.0957,0.57
17.63,1.0519,0.61
17.64,0.843,0.63
17.65,0.843,0.58
17.66,0.7685,0.63
17.67,0.4003,0.58
17.67,0.4003,0.59
17.68,0.8265,0.6
17.69,0.9558,0.6
17.7,0.9096,0.59
17.71,0.7952,0.62
17.72,0.7952,0.6
17.73,0.7952,0.62
17.74,1.5373,0.64
17.75,1.3258,0.62
17.76,0.8373,0.58
17.77,0.8373,0.6
17.78,0.8373,0.6
17.79,0.9877,0.6
17.79,0.818,0.58
17.8,0.9015,0.62
17.81,0.8756,0.62
17.82,0.9055,0.65
17.83,0.8389,0.6
17.84,0.9343,0.6
17.85,0.8851,0.59
17.86,0.8743,0.64
17.87,0.8151,0.61
17.88,0.8743,0.59
17.89,0.9513,0.61
17.9,0.8967,0.6
17.91,0.9915,0.61
17.92,0.9915,0.59
17.92,0.9149,0.62
17.93,0.6587,0.62
17.94,0.7836,0.62
17.95,0.9556,0.56
17.96,1.082,0.64
17.97,1.082,0.6
17.98,0.9642,0.6
17.99,0.9642,0.6
18.0,1.1323,0.6
18.01,1.1007,0.6
18.02,1.0346,0.59
18.03,0.9237,0.63
18.04,0.7821,0.57
18.04,0.9237,0.57
18.05,0.9374,0.63
18.06,0.9374,0.62
18.07,0.9448,0.6
18.08,1.1379,0.6
18.09,1.1379,0.62
18.1,1.1835,0.59
18.11,0.9343,0.61
18.12,0.9279,0.58
18.13,0.9704,0.6
18.14,0.9704,0.6
18.15,0.756,0.6
18.16,0.756,0.62
18.17,0.9344,0.58
18.17,0.7713,0.59
18.18,0.9344,0.6
18.19,0.8618,0.59
18.2,0.8181,0.62
18.21,0.8618,0.61
18.22,0.9387,0.59
18.23,0.9387,0.63
18.24,0.8009,0.65
18.25,0.7564,0.58
18.26,0.7593,0.65
18.27,0.7593,0.59
18.28,0.9595,0.58
18.29,0.7856,0.58
18.29,0.7984,0.58
18.3,0.8272,0.62
18.31,0.8272,0.61
18.32,0.8347,0.65
18.33,0.9916,0.58
18.34,0.9034,0.61
18.35,0.8799,0.6
18.36,0.8156,0.63
18.37,0.8308,0.63
18.38,0.8288,0.65
18.39,0.9907,0.63
18.4,0.9907,0.63
18.41,0.9794,0.6
18.42,1.0347,0.62
18.42,1.0143,0.6
18.43,1.0621,0.61
18.44,1.0621,0.64
18.45,1.0515,0.63
18.46,0.7247,0.59
18.47,0.6931,0.62
18.48,0.5144,0.65
18.49,0.4851,0.62
18.5,0.8077,0.62
18.51,0.8297,0.59
18.52,0.9358,0.6
18.53,0.9306,0.6
18.54,0.9306,0.61
18.54,0.9306,0.61
18.55,0.8665,0.62
18.56,0.7428,0.62
18.57,0.6965,0.56
18.58,0.6228,0.58
18.59,0.6228,0.65
18.6,1.0671,0.61
18.61,1.1858,0.58
18.62,1.1149,0.58
18.63,1.0214,0.62
18.64,1.0158,0.62
18.65,0.79,0.62
18.66,0.8924,0.62
18.67,1.0233,0.62
18.67,1.0233,0.6
18.68,0.8905,0.63
18.69,0.8905,0.59
18.7,0.8905,0.64
18.71,0.9448,0.6
18.72,0.782,0.6
18.73,0.6141,0.6
18.74,0.5606,0.59
18.75,0.6426,0.61
18.76,0.4976,0.6
18.77,0.6848,0.59
18.78,0.626,0.6
18.79,0.739,0.62
18.79,0.8372,0.62
18.8,0.8506,0.62
18.81,0.8506,0.63
18.82,0.7344,0.64
18.83,0.7344,0.58
18.84,1.2552,0.61
18.85,1.2836,0.59
18.86,0.8823,0.66
18.87,0.8823,0.6
18.88,0.6911,0.62
18.89,0.8683,0.65
18.9,0.9762,0.59
18.91,1.0007,0.62
18.92,0.9473,0.65
18.92,1.0076,0.62
18.93,0.9473,0.59
18.94,0.7555,0.61
18.95,0.6989,0.62
18.96,0.6989,0.62
18.97,0.7715,0.59
18.98,0.7715,0.57
18.99,0.7985,0.63
19.0,0.7694,0.57
19.01,0.971,0.58
19.02,0.971,0.58
19.03,0.8452,0.63
19.04,0.9075,0.62
19.04,0.8452,0.61
19.05,0.9504,0.6
19.06,1.0391,0.62
19.07,1.3416,0.62
19.08,1.2583,0.62
19.09,1.2072,0.64
19.1,0.8491,0.6
19.11,0.737,0.62
19.12,0.8462,0.6
19.13,0.8449,0.61
19.14,0.8449,0.61
19.15,0.8449,0.59
19.16,0.8018,0.59
19.17,0.979,0.63
19.17,0.7001,0.62
19.18,0.7609,0.59
19.19,0.9155,0.63
19.2,0.9155,0.62
19.21,0.8908,0.59
19.22,0.8357,0.59
19.23,0.7168,0.6
19.24,0.7884,0.59
19.25,0.8418,0.63
19.26,1.0244,0.62
19.27,1.0349,0.6
19.28,1.0244,0.63
19.29,1.0097,0.62
19.29,1.0738,0.65
19.3,0.8745,0.62
19.31,1.0996,0.62
19.32,1.1174,0.65
19.33,0.8773,0.62
19.34,0.8744,0.58
19.35,1.0735,0.64
19.36,1.0735,0.62
19.37,0.6776,0.6
19.38,0.7532,0.63
19.39,0.6978,0.65
19.4,0.6978,0.61
19.41,0.6978,0.58
19.42,0.7166,0.62
19.42,0.8866,0.58
19.43,0.9621,0.63
19.44,0.8866,0.6
19.45,0.9579,0.64
19.46,0.9583,0.65
19.47,0.9579,0.6
19.48,0.903,0.61
19.49,0.77,0.61
19.5,0.7693,0.64
19.51,0.6413,0.62
19.52,0.6413,0.6
19.53,0.7306,0.61
19.54,1.1082,0.66
19.54,1.043,0.6
19.55,1.0427,0.61
19.56,0.8478,0.58
19.57,0.8944,0.66
19.58,1.1035,0.65
19.59,1.4007,0.6
19.6,1.1557,0.6
19.61,0.7948,0.6
19.62,0.7985,0.63
19.63,0.7463,0.6
19.64,0.8037,0.62
19.65,0.8037,0.59
19.66,0.9658,0.64
19.67,0.8037,0.59
19.67,0.9494,0.62
19.68,0.7557,0.6
19.69,0.8454,0.61
19.7,0.6757,0.62
19.71,0.7557,0.6
19.72,0.8842,0.63
19.73,0.8549,0.62
19.74,0.8549,0.6
19.75,1.0216,0.56
19.76,1.0916,0.6
19.77,1.0716,0.61
19.78,1.0539,0.58
19.79,0.9822,0.58
19.79,0.972,0.63
19.8,0.972,0.6
19.81,0.8259,0.58
19.82,0.8259,0.61
19.83,0.9219,0.62
19.84,0.6494,0.62
19.85,0.8884,0.67
19.86,0.5897,0.62
19.87,0.8759,0.6
19.88,0.9266,0.6
19.89,0.9294,0.58
19.9,0.9908,0.6
19.91,0.8738,0.61
19.92,0.8459,0.61
19.92,0.7267,0.62
19.93,0.6744,0.61
19.94,0.8811,0.6
19.95,0.6744,0.6
19.96,0.4831,0.6
19.97,0.6815,0.62
19.98,0.8016,0.61
19.99,0.8726,0.61
20.0,0.8726,0.62
20.01,0.9402,0.6
20.02,0.7904,0.6
20.03,0.8809,0.61
20.04,0.6979,0.61
20.04,0.6979,0.61
20.05,0.5839,0.58
20.06,0.6071,0.65
20.07,0.3113,0.6
20.08,0.5499,0.6
20.09,0.5585,0.65
20.1,0.7593,0.65
20.11,0.9791,0.64
20.12,0.7935,0.59
20.13,0.8017,0.62
20.14,0.7935,0.64
20.15,0.8466,0.58
20.16,0.9216,0.64
20.17,0.9216,0.65
20.17,0.9459,0.59
20.18,0.8459,0.6
20.19,1.0153,0.64
20.2,0.944,0.61
20.21,0.784,0.61
20.22,0.7738,0.59
20.23,0.7154,0.63
20.24,0.7974,0.62
20.25,0.8,0.63
20.26,0.8,0.62
20.27,0.9535,0.63
20.28,0.8761,0.6
20.29,0.8261,0.6
20.29,0.8761,0.58
20.3,1.0583,0.64
20.31,1.0583,0.62
20.32,1.2184,0.6
20.33,0.8073,0.65
20.34,0.7806,0.63
20.35,0.5808,0.6
20.36,0.8353,0.62
20.37,0.8973,0.61
20.38,1.3592,0.61
20.39,1.5573,0.62
20.4,1.396,0.6
20.41,0.7333,0.59
20.42,0.919,0.63
20.42,1.0436,0.64
20.43,1.0436,0.61
20.44,1.0577,0.6
20.45,0.7927,0.62
20.46,0.8211,0.64
20.47,0.6662,0.65
20.48,0.6482,0.61
20.49,0.6662,0.61
20.5,0.7791,0.62
20.51,0.7791,0.62
20.52,0.7791,0.62
20.53,0.7794,0.6
20.54,0.9337,0.64
20.54,0.7794,0.64
20.55,0.7376,0.6
20.56,0.7376,0.62
20.57,0.7376,0.62
20.58,0.6589,0.61
20.59,0.8823,0.61
20.6,0.7628,0.59
20.61,0.762,0.58
20.62,0.762,0.59
20.63,0.7409,0.59
20.64,0.7695,0.62
20.65,0.8853,0.58
20.66,1.0366,0.6
20.67,1.1629,0.65
20.67,0.55,0.63
20.68,0.55,0.61
20.69,0.3291,0.62
20.7,0.4176,0.61
20.71,0.4176,0.6
20.72,0.4697,0.62
20.73,0.4697,0.63
20.74,0.9119,0.6
20.75,1.1695,0.6
20.76,1.1997,0.65
20.77,1.1732,0.61
20.78,1.1997,0.62
20.79,1.0814,0.63
20.79,1.0814,0.62
20.8,0.6796,0.62
20.81,0.7961,0.61
20.82,0.822,0.65
20.83,0.7726,0.6
20.84,0.7726,0.59
20.85,0.6597,0.67
20.86,0.7726,0.63
20.87,0.6597,0.63
20.88,0.6943,0.6
20.89,0.6943,0.62
20.9,0.7079,0.64
20.91,0.9946,0.63
20.92,0.7183,0.64
20.92,0.7183,0.62
20.93,1.1223,0.6
20.94,0.9479,0.58
20.95,0.8593,0.58
20.96,0.7291,0.62
20.97,0.7794,0.62
20.98,0.8282,0.62
20.99,1.0909,0.62
21.0,1.2116,0.6
21.01,1.2116,0.62
21.02,1.0204,0.61
21.03,0.9139,0.59
21.04,0.6714,0.62
21.04,0.6556,0.59
21.05,0.7271,0.63
21.06,0.9122,0.62
21.07,1.007,0.65
21.08,1.007,0.6
21.09,1.0443,0.6
21.1,0.9619,0.67
21.11,0.8669,0.62
21.12,0.4995,0.6
21.13,0.4608,0.58
21.14,0.6004,0.59
21.15,0.7252,0.62
21.16,1.0645,0.58
21.17,0.7872,0.6
21.17,0.6873,0.6
21.18,0.4362,0.58
21.19,0.4475,0.6
21.2,0.6153,0.63
21.21,0.5095,0.65
21.22,0.5095,0.65
21.23,0.5305,0.59
21.24,0.7281,0.63
21.25,0.787,0.64
21.26,0.787,0.58
21.27,0.787,0.62
21.28,0.9055,0.62
21.29,0.7115,0.6
21.29,0.9754,0.6
21.3,0.7948,0.64
21.31,0.7948,0.62
21.32,0.6965,0.66
21.33,0.6702,0.65
21.34,0.6107,0.61
21.35,0.6702,0.62
21.36,0.8905,0.61
21.37,0.8142,0.62
21.38,0.8142,0.64
21.39,0.8142,0.62
21.4,0.9041,0.6
21.41,0.9297,0.57
21.42,0.9694,0.6
21.42,1.2714,0.62
21.43,1.4033,0.57
21.44,1.1088,0.64
21.45,0.7981,0.6
21.46,0.7272,0.59
21.47,0.584,0.64
21.48,0.584,0.64
21.49,0.6048,0.64
21.5,0.7694,0.62
21.51,1.1346,0.62
21.52,0.9187,0.62
21.53,0.7708,0.65
21.54,0.7232,0.6
21.54,0.7232,0.67
21.55,0.7232,0.61
21.56,0.7232,0.59
21.57,0.9476,0.59
21.58,0.8732,0.63
21.59,0.9098,0.6
21.6,0.8702,0.6
21.61,0.9098,0.62
21.62,1.1404,0.6
21.63,1.1405,0.63
21.64,1.1405,0.6
21.65,1.063,0.6
21.66,1.0434,0.56
21.67,0.8851,0.65
21.67,0.9139,0.57
21.68,1.0434,0.6
21.69,1.2966,0.61
21.7,1.1626,0.64
21.71,1.1626,0.62
21.72,1.0214,0.6
21.73,1.1112,0.61
21.74,1.1396,0.61
21.75,0.9154,0.64
21.76,0.8536,0.59
21.77,0.7314,0.6
21.78,0.8536,0.58
21.79,1.0203,0.6
21.79,0.7384,0.6
21.8,0.8367,0.64
21.81,0.6111,0.65
21.82,1.0244,0.63
21.83,1.036,0.61
21.84,1.036,0.6
21.85,0.6767,0.64
21.86,0.674,0.6
21.87,0.9296,0.61
21.88,1.0217,0.63
21.89,1.0217,0.62
21.9,1.0278,0.58
21.91,0.8481,0.61
21.92,0.9342,0.64
21.92,0.7972,0.62
21.93,0.7972,0.64
21.94,0.7641,0.6
21.95,0.8909,0.6
21.96,0.9088,0.6
21.97,1.001,0.58
21.98,0.8854,0.59
21.99,0.8854,0.63
22.0,0.8854,0.62
22.01,0.9133,0.59
22.02,0.8623,0.62
22.03,0.6991,0.62
22.04,0.6991,0.64
22.04,0.7094,0.58
22.05,0.7094,0.59
22.06,0.742,0.62
22.07,0.7227,0.62
22.08,0.7227,0.6
22.09,0.8115,0.59
22.1,0.8115,0.61
22.11,0.8129,0.61
22.12,0.7819,0.62
22.13,0.572,0.62
22.14,0.4821,0.59
22.15,0.4682,0.6
22.16,0.5101,0.6
22.17,0.5101,0.61
22.17,1.0028,0.65
22.18,1.1286,0.6
22.19,0.866,0.63
22.2,0.5935,0.62
22.21,0.5935,0.6
22.22,0.6765,0.62
22.23,0.7109,0.66
22.24,0.6765,0.65
22.25,0.643,0.65
22.26,0.6255,0.64
22.27,0.6255,0.67
22.28,0.5421,0.63
22.29,0.5379,0.6
22.29,0.6241,0.6
22.3,0.77,0.65
22.31,1.0662,0.62
22.32,1.1114,0.6
22.33,1.1909,0.63
22.34,0.8862,0.64
22.35,0.8862,0.62
22.36,0.8862,0.55
22.37,0.9703,0.61
22.38,0.9703,0.61
22.39,0.9816,0.63
22.4,1.0779,0.65
22.41,0.7808,0.62
22.42,0.7541,0.65
22.42,0.7587,0.65
22.43,0.7587,0.6
22.44,0.9217,0.59
22.45,0.8055,0.62
22.46,1.1865,0.6
22.47,1.2462,0.66
22.48,1.2462,0.62
22.49,1.1987,0.59
22.5,1.0876,0.6
22.51,0.6639,0.6
22.52,0.6639,0.64
22.53,0.7116,0.62
22.54,0.8205,0.6
22.54,1.0399,0.6
22.55,0.9389,0.59
22.56,0.8,0.64
22.57,0.6394,0.58
22.58,0.8497,0.61
22.59,0.6298,0.6
22.6,0.6993,0.64
22.61,0.6993,0.61
22.62,1.0004,0.58
22.63,1.0004,0.65
22.64,1.0785,0.62
22.65,0.7338,0.65
22.66,0.7042,0.66
22.67,0.5975,0.62
22.67,1.0514,0.63
22.68,1.0514,0.59
22.69,0.9925,0.65
22.7,1.0514,0.63
22.71,1.0848,0.65
22.72,1.0848,0.62
22.73,1.0091,0.65
22.74,0.8181,0.6
22.75,0.9785,0.64
22.76,0.9231,0.61
22.77,1.0872,0.62
22.78,1.0872,0.61
22.79,0.8367,0.62
22.79,0.8169,0.59
22.8,0.8017,0.62
22.81,0.8017,0.65
22.82,0.7519,0.62
22.83,0.6408,0.61
22.84,0.6408,0.63
22.85,0.4684,0.65
22.86,0.7117,0.65
22.87,0.7117,0.65
22.88,0.7117,0.6
22.89,0.7512,0.6
22.9,1.1021,0.61
22.91,1.1021,0.6
22.92,1.1816,0.62
22.92,0.9632,0.62
22.93,0.7952,0.61
22.94,0.6773,0.62
22.95,0.7608,0.61
22.96,0.9726,0.6
22.97,0.9922,0.59
22.98,1.0433,0.62
22.99,0.9999,0.61
23.0,0.5717,0.64
23.01,0.636,0.64
23.02,0.5904,0.62
23.03,0.8025,0.64
23.04,0.8025,0.63
23.04,0.8313,0.63
23.05,0.8313,0.63
23.06,0.8313,0.62
23.07,0.9577,0.62
23.08,0.7452,0.6
23.09,0.7452,0.6
23.1,0.8024,0.62
23.11,0.7198,0.6
23.12,0.8024,0.61
23.13,1.0191,0.6
23.14,0.9308,0.6
23.15,1.2294,0.65
23.16,1.1661,0.6
23.17,1.1661,0.64
23.17,0.9163,0.62
23.18,0.7948,0.61
23.19,0.7723,0.63
23.2,1.1,0.63
23.21,0.8777,0.62
23.22,0.8771,0.68
23.23,0.8025,0.6
23.24,0.7859,0.64
23.25,0.5842,0.62
23.26,0.4492,0.6
23.27,0.4492,0.62
23.28,0.4151,0.6
23.29,0.4492,0.62
23.29,0.8999,0.62
23.3,0.9198,0.62
23.31,0.954,0.6
23.32,0.9145,0.61
23.33,0.954,0.62
23.34,0.9524,0.6
23.35,0.5131,0.58
23.36,0.815,0.6
23.37,0.5747,0.62
23.38,0.6846,0.61
23.39,0.6178,0.62
23.4,0.6308,0.65
23.41,0.8002,0.64
23.42,1.0664,0.62
23.42,0.8953,0.66
23.43,0.9081,0.65
23.44,0.8435,0.62
23.45,0.6263,0.63
23.46,0.6125,0.64
23.47,0.3993,0.62
23.48,0.5443,0.62
23.49,0.5811,0.62
23.5,0.7536,0.6
23.51,0.841,0.61
23.52,0.901,0.63
23.53,0.841,0.6
23.54,0.8059,0.62
23.54,0.7162,0.6
23.55,0.7194,0.61
23.56,0.942,0.62
23.57,1.0092,0.65
23.58,1.0533,0.58
23.59,1.0178,0.61
23.6,1.0178,0.6
23.61,0.8983,0.62
23.62,0.4935,0.65
23.63,0.5396,0.66
23.64,0.6026,0.58
23.65,0.7161,0.62
23.66,0.9476,0.66
23.67,0.9476,0.64
23.67,0.8228,0.63
23.68,0.8444,0.64
23.69,0.8228,0.63
23.7,0.6181,0.6
23.71,0.6346,0.65
23.72,0.8365,0.63
23.73,1.0004,0.67
23.74,1.0737,0.63
23.75,1.0737,0.65
23.76,0.7707,0.65
23.77,0.7395,0.6
23.78,0.6615,0.62
23.79,0.7919,0.65
23.79,0.818,0.58
23.8,0.818,0.59
23.81,0.8377,0.62
23.82,0.9719,0.61
23.83,0.7276,0.63
23.84,0.9719,0.6
23.85,1.1234,0.65
23.86,0.8725,0.65
23.87,0.7111,0.64
23.88,0.8725,0.62
23.89,0.561,0.57
23.9,0.5696,0.64
23.91,0.8466,0.62
23.92,0.7669,0.62
23.92,0.7162,0.62
23.93,0.5214,0.62
23.94,0.4333,0.62
23.95,0.4825,0.64
23.96,0.6074,0.62
23.97,0.8344,0.64
23.98,1.0617,0.63
23.99,1.0277,0.58
24.0,0.9963,0.61
24.01,0.8908,0.62
24.02,0.7493,0.6
24.03,0.9539,0.59
24.04,0.8117,0.6
24.04,0.681,0.62
24.05,0.6018,0.64
24.06,0.5426,0.64
24.07,0.5426,0.61
24.08,0.5702,0.61
24.09,0.5938,0.59
24.1,0.613,0.62
24.11,0.613,0.6
24.12,0.7885,0.6
24.13,0.9449,0.59
24.14,1.1333,0.6
24.15,1.1333,0.65
24.16,1.0476,0.62
24.17,0.791,0.61
24.17,0.7618,0.68
24.18,0.5974,0.61
24.19,0.5974,0.61
24.2,0.7024,0.6
24.21,0.7024,0.6
24.22,0.7057,0.66
24.23,0.7529,0.59
24.24,0.7529,0.62
24.25,0.9062,0.62
24.26,0.7606,0.62
24.27,0.7606,0.58
24.28,0.867,0.61
24.29,0.6512,0.6
24.29,0.6512,0.6
24.3,0.654,0.64
24.31,0.7366,0.62
24.32,0.8849,0.6
24.33,0.9277,0.62
24.34,0.9565,0.65
24.35,0.9441,0.6
24.36,0.9302,0.62
24.37,0.9439,0.62
24.38,0.9441,0.62
24.39,0.9582,0.63
24.4,0.9012,0.6
24.41,0.6215,0.59
24.42,0.5558,0.59
24.42,0.6215,0.61
24.43,0.6465,0.62
24.44,0.6946,0.61
24.45,0.8931,0.63
24.46,0.9363,0.62
24.47,0.914,0.65
24.48,0.8815,0.65
24.49,1.0041,0.56
24.5,0.8815,0.64
24.51,0.9666,0.61
24.52,0.7775,0.6
24.53,0.7775,0.65
24.54,0.6528,0.64
24.54,0.7748,0.66
24.55,1.0073,0.66
24.56,0.8679,0.65
24.57,0.8517,0.62
24.58,0.7577,0.63
24.59,0.5467,0.65
24.6,0.4823,0.64
24.61,0.4823,0.62
24.62,0.4343,0.62
24.63,0.7042,0.62
24.64,0.7092,0.6
24.65,0.8803,0.62
24.66,0.7092,0.6
24.67,0.8803,0.65
24.67,0.6331,0.64
24.68,0.8049,0.59
24.69,0.8253,0.65
24.7,0.8253,0.6
24.71,0.705,0.6
24.72,0.6096,0.64
24.73,0.6173,0.62
24.74,0.7388,0.64
24.75,1.0074,0.63
24.76,1.0074,0.63
24.77,0.7904,0.64
24.78,0.7904,0.65
24.79,0.7904,0.62
24.79,0.9885,0.61
24.8,0.9307,0.64
24.81,1.1209,0.6
24.82,0.8725,0.63
24.83,0.7233,0.62
24.84,0.6892,0.62
24.85,0.5922,0.62
24.86,0.5922,0.61
24.87,0.6892,0.62
24.88,1.0091,0.64
24.89,1.1888,0.67
24.9,1.0091,0.65
24.91,0.9436,0.6
24.92,0.7997,0.62
24.92,0.6875,0.62
24.93,0.6522,0.6
24.94,0.8438,0.64
24.95,0.8197,0.62
24.96,0.8197,0.65
24.97,0.8858,0.65
24.98,0.8149,0.65
24.99,0.8927,0.61
25.0,0.8927,0.62
